"sde_weight","sdl_weight","awy_weight","cost_weight","sde_score","sdl_score","awy_score","cost_score","esm_case","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","index"
0.5,0.5,0,0,3598588.82737739,12904565.3482744,-4333365.38286035,1249920000,15,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,222
0,0.75,0.25,0,3524763.90568794,12630971.8622773,-2488888.29402352,1249920000,15,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,223
0.25,0.75,0,0,3593309.93023514,12907928.7427746,-4350415.38548257,1249920000,15,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,224
0,1,0,0,3589642.05292313,12908460.5865498,-4373851.03894002,1249920000,15,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,225
0,0,1,0,706.614102211601,79732.6101070742,3964301.37680249,1248832000,16,0,0,790,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1248832000,0,0,0,226
0.25,0,0.75,0,6652.8521085942,107072.438675632,3963248.9801614,1249024000,16,0,1,790,0,0,0,0,0.00126422250316056,0.998735777496839,0,0,0,0,0.000153720024595204,0.999846279975405,0,0,0,0,192000,1248832000,0,0,0,227
0.5,0,0.5,0,60580.7290810542,488966.699697059,3925754.65123575,1249996800,16,0,39,786,0,0,0,0,0.0472727272727273,0.952727272727273,0,0,0,0,0.00599041533546326,0.994009584664537,0,0,0,0,7488000,1242508800,0,0,0,228
0.75,0,0.25,0,242457.66454702,2347225.72207044,3527757.17863285,1249011200,16,0,462,734,0,0,0,0,0.38628762541806,0.61371237458194,0,0,0,0,0.0710193791696984,0.928980620830302,0,0,0,0,88704000,1160307200,0,0,0,229
1,0,0,0,884373.843493134,11622555.998923,-4697931.71423734,1249964800,16,0,6502,1,0,0,0,0,0.999846224819314,0.000153775180685837,0,0,0,0,0.998735324386735,0.00126467561326527,0,0,0,0,1248384000,1580800,0,0,0,230
0,0.25,0.75,0,334355.548091754,5027837.66982508,2871953.97860117,1249529600,16,0,934,677,0,0,0,0,0.579764121663563,0.420235878336437,0,0,0,0,0.143516408094694,0.856483591905306,0,0,0,0,179328000,1070201600,0,0,0,231
0.25,0.25,0.5,0,514009.596044895,7699769.38792856,1539541.85474189,1249260800,16,0,2711,461,0,0,0,0,0.854665825977301,0.145334174022699,0,0,0,0,0.416655993688428,0.583344006311572,0,0,0,0,520512000,728748800,0,0,0,232
0.5,0.25,0.25,0,761415.259767388,11761401.1083759,-1443399.02803233,1249862400,16,0,6485,3,0,0,0,0,0.999537607891492,0.000462392108508015,0,0,0,0,0.996205662319308,0.00379433768069189,0,0,0,0,1245120000,4742400,0,0,0,233
0.75,0.25,0,0,823656.937087945,12871033.9931024,-5662745.87511595,1249920000,16,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,234
0,0.5,0.5,0,736551.990601502,11678920.8440903,-1337811.33827905,1249894400,16,0,6444,8,0,0,0,0,0.998760074395536,0.00123992560446373,0,0,0,0,0.989882025233492,0.0101179747665083,0,0,0,0,1237248000,12646400,0,0,0,235
0.25,0.5,0.25,0,772096.623843687,12217536.3904652,-2095424.85993703,1249920000,16,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,236
0.5,0.5,0,0,806861.0270489,12903269.7801108,-5745059.53517928,1249920000,16,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,237
0,0.75,0.25,0,781402.005655667,12488955.0996991,-2761802.46003356,1249920000,16,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,238
0.25,0.75,0,0,800263.632510631,12907661.109583,-5762188.73246931,1249920000,16,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,239
0,1,0,0,795659.190595256,12908460.5865498,-5776912.5031344,1249920000,16,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,240
0,0,1,0,5921.71293537298,79732.6101070742,3964301.37680249,1248832000,17,0,0,790,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1248832000,0,0,0,241
0.25,0,0.75,0,52228.4876474548,275663.093765025,3951045.65393791,1248595200,17,0,7,789,0,0,0,0,0.00879396984924623,0.991206030150754,0,0,0,0,0.00107640971229106,0.998923590287709,0,0,0,0,1344000,1247251200,0,0,0,242
0.5,0,0.5,0,460638.237045341,2261993.10339685,3640803.48983715,1248889600,17,0,272,757,0,0,0,0,0.264334305150632,0.735665694849368,0,0,0,0,0.0418163462967423,0.958183653703258,0,0,0,0,52224000,1196665600,0,0,0,243
0.75,0,0.25,0,1476386.06572329,7641218.08274252,1443729.93190997,1248998400,17,0,2899,438,0,0,0,0,0.868744381180701,0.131255618819299,0,0,0,0,0.445643485211831,0.554356514788169,0,0,0,0,556608000,692390400,0,0,0,244
1,0,0,0,2350936.86686476,12545705.1058001,-5241917.59203863,1249920000,17,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,245
0,0.25,0.75,0,902999.94094177,5027837.66982508,2871953.97860117,1249529600,17,0,934,677,0,0,0,0,0.579764121663563,0.420235878336437,0,0,0,0,0.143516408094694,0.856483591905306,0,0,0,0,179328000,1070201600,0,0,0,246
0.25,0.25,0.5,0,1545575.64930174,8488695.73560748,1053511.01074953,1249088000,17,0,3377,380,0,0,0,0,0.898855469789726,0.101144530210274,0,0,0,0,0.519085925090946,0.480914074909054,0,0,0,0,648384000,600704000,0,0,0,247
0.5,0.25,0.25,0,2167516.63710427,11919434.9738886,-1650252.05673429,1249964800,17,0,6502,1,0,0,0,0,0.999846224819314,0.000153775180685837,0,0,0,0,0.998735324386735,0.00126467561326527,0,0,0,0,1248384000,1580800,0,0,0,248
0.75,0.25,0,0,2323743.85540528,12859131.043169,-5597195.83634756,1249920000,17,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,249
0,0.5,0.5,0,2091274.89598801,11678920.8440903,-1337811.33827905,1249894400,17,0,6444,8,0,0,0,0,0.998760074395536,0.00123992560446373,0,0,0,0,0.989882025233492,0.0101179747665083,0,0,0,0,1237248000,12646400,0,0,0,250
0.25,0.5,0.25,0,2200069.29744812,12263560.2746745,-2194973.22617069,1249920000,17,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,251
0.5,0.5,0,0,2302614.6440256,12899307.3802053,-5707825.35071007,1249920000,17,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,252
0,0.75,0.25,0,2227167.40183808,12488955.0996991,-2761802.46003356,1249920000,17,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,253
0.25,0.75,0,0,2290638.21069703,12907236.0350539,-5747157.01419217,1249920000,17,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,254
0,1,0,0,2282920.3793625,12908460.5865498,-5776912.5031344,1249920000,17,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,255
0,0,1,0,15436.7414930115,79732.6101070742,3964301.37680249,1248832000,18,0,0,790,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1248832000,0,0,0,256
0.25,0,0.75,0,192191.606612296,676718.910996817,3920795.43462407,1249318400,18,0,19,788,0,0,0,0,0.023543990086741,0.976456009913259,0,0,0,0,0.0029199922133541,0.997080007786646,0,0,0,0,3648000,1245670400,0,0,0,257
0.5,0,0.5,0,1127356.82552078,3951157.77727959,3230183.17635647,1249990400,18,0,640,713,0,0,0,0,0.473022912047302,0.526977087952698,0,0,0,0,0.0983047549805182,0.901695245019482,0,0,0,0,122880000,1127110400,0,0,0,258
0.75,0,0.25,0,3179697.20668787,11215858.0400121,-981425.773545632,1249843200,18,0,6065,54,0,0,0,0,0.991175028599444,0.00882497140055565,0,0,0,0,0.931700872557454,0.0682991274425464,0,0,0,0,1164480000,85363200,0,0,0,259
1,0,0,0,3612850.37114065,12827160.5857638,-5560080.81665286,1249920000,18,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,260
0,0.25,0.75,0,1402360.81330564,5027837.66982508,2871953.97860117,1249529600,18,0,934,677,0,0,0,0,0.579764121663563,0.420235878336437,0,0,0,0,0.143516408094694,0.856483591905306,0,0,0,0,179328000,1070201600,0,0,0,261
0.25,0.25,0.5,0,2583710.07687843,9196366.27337446,592169.616654668,1249420800,18,0,3988,306,0,0,0,0,0.928737773637634,0.0712622263623661,0,0,0,0,0.612840765897286,0.387159234102714,0,0,0,0,765696000,483724800,0,0,0,262
0.5,0.25,0.25,0,3385436.36822178,12055705.8432263,-1822764.15718034,1249920000,18,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,263
0.75,0.25,0,0,3605672.35692818,12891823.9215484,-5671639.32377169,1249920000,18,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,264
0,0.5,0.5,0,3267079.14477429,11678920.8440903,-1337811.33827905,1249894400,18,0,6444,8,0,0,0,0,0.998760074395536,0.00123992560446373,0,0,0,0,0.989882025233492,0.0101179747665083,0,0,0,0,1237248000,12646400,0,0,0,265
0.25,0.5,0.25,0,3440270.29692583,12297618.6261128,-2267543.81470528,1249920000,18,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,266
0.5,0.5,0,0,3598588.82737739,12904565.3482744,-5723556.22895774,1249920000,18,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,267
0,0.75,0.25,0,3486868.35312326,12488955.0996991,-2761802.46003356,1249920000,18,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,268
0.25,0.75,0,0,3593309.93023514,12907928.7427746,-5745668.14257082,1249920000,18,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,269
0,1,0,0,3589642.05292313,12908460.5865498,-5776912.5031344,1249920000,18,0,6510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1249920000,0,0,0,0,270
