index,awy_weight,sde_weight,sdl_weight,awy_score,sde_score,sdl_score,frontier_id,input_budget,input_2,input_1,input_spat,port_rast,AWY_1_rast_delta_abs,SDE_2_rast_delta_abs,SDL_3_rast_delta_abs,AWY_1_rast_abs,SDE_2_rast_abs,SDL_3_rast_abs,terracing_npix,grass_strips_npix,riparian_mgmt_npix,agroforestry_npix,reforestation_npix,road_mitigation_npix,terracing_frac_area,grass_strips_frac_area,riparian_mgmt_frac_area,agroforestry_frac_area,reforestation_frac_area,road_mitigation_frac_area,terracing_frac_alloc,grass_strips_frac_alloc,riparian_mgmt_frac_alloc,agroforestry_frac_alloc,reforestation_frac_alloc,road_mitigation_frac_alloc,terracing_budg,grass_strips_budg,riparian_mgmt_budg,agroforestry_budg,reforestation_budg,road_mitigation_budg
203,0.25,0.5,0.25,1.072017,0.821947,4.842178,15,1875000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_8_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_8_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_8_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_8_6_5_4_1.875e+09.tif,Maragua_maps/obj_rast_awy_4_Maragua_8_6_5_4_1.875e+09.tif,Maragua_maps/obj_rast_sed_4_Maragua_8_6_5_4_1.875e+09.tif,Maragua_maps/obj_rast_soil_4_Maragua_8_6_5_4_1.875e+09.tif,0,5550,503,0,4,1,0,0.916143941895,0.0830307032024,0,0.000660283922086,0.000165070980522,0,0.568664714541,0.424333169966,0,0.00337441884665,0.00362769664586,0,1065600000,795142400,0,6323200,6797808
204,0.0,0.75,0.25,-7.391537,1.241916,7.788672,15,1875000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_9_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_9_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_9_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_9_6_5_4_1.875e+09.tif,Maragua_maps/obj_rast_awy_4_Maragua_9_6_5_4_1.875e+09.tif,Maragua_maps/obj_rast_sed_4_Maragua_9_6_5_4_1.875e+09.tif,Maragua_maps/obj_rast_soil_4_Maragua_9_6_5_4_1.875e+09.tif,0,9699,0,0,8,0,0,0.999175852478,0.0,0,0.000824147522407,0.0,0,0.993254729541,0.0,0,0.0067452704594,0.0,0,1862208000,0,0,12646400,0
205,0.5,0.0,0.5,2.534415,0.612661,3.574261,15,1875000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_10_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_10_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_10_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_10_6_5_4_1.875e+09.tif,Maragua_maps/obj_rast_awy_4_Maragua_10_6_5_4_1.875e+09.tif,Maragua_maps/obj_rast_sed_4_Maragua_10_6_5_4_1.875e+09.tif,Maragua_maps/obj_rast_soil_4_Maragua_10_6_5_4_1.875e+09.tif,0,3484,760,0,1,0,0,0.820730270907,0.179034157833,0,0.000235571260306,0.0,0,0.357349215521,0.641806302502,0,0.000844481976977,0.0,0,668928000,1201408000,0,1580800,0
206,0.25,0.25,0.5,-1.952102,1.086409,6.658523,15,1875000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_11_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_11_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_11_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_11_6_5_4_1.875e+09.tif,Maragua_maps/obj_rast_awy_4_Maragua_11_6_5_4_1.875e+09.tif,Maragua_maps/obj_rast_sed_4_Maragua_11_6_5_4_1.875e+09.tif,Maragua_maps/obj_rast_soil_4_Maragua_11_6_5_4_1.875e+09.tif,0,8832,100,0,9,1,0,0.987698501454,0.0111831804965,0,0.00100648624469,0.000111831804965,0,0.904469636096,0.084316123232,0,0.00758845109088,0.00362578958145,0,1695744000,158080000,0,14227200,6797808
207,0.0,0.5,0.5,-7.55727,1.232572,7.807784,15,1875000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_12_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_12_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_12_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_12_6_5_4_1.875e+09.tif,Maragua_maps/obj_rast_awy_4_Maragua_12_6_5_4_1.875e+09.tif,Maragua_maps/obj_rast_sed_4_Maragua_12_6_5_4_1.875e+09.tif,Maragua_maps/obj_rast_soil_4_Maragua_12_6_5_4_1.875e+09.tif,0,9686,0,0,5,1,0,0.999380932728,0.0,0,0.000515889393314,0.000103177878663,0,0.992156583601,0.0,0,0.00421678498433,0.00362663141457,0,1859712000,0,0,7904000,6797808
208,0.25,0.0,0.75,-3.391604,1.165765,7.252676,15,1875000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_13_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_13_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_13_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_13_6_5_4_1.875e+09.tif,Maragua_maps/obj_rast_awy_4_Maragua_13_6_5_4_1.875e+09.tif,Maragua_maps/obj_rast_sed_4_Maragua_13_6_5_4_1.875e+09.tif,Maragua_maps/obj_rast_soil_4_Maragua_13_6_5_4_1.875e+09.tif,0,9639,2,0,9,1,0,0.998756605533,0.000207232411149,0,0.000932545850171,0.000103616205575,0,0.98709961301,0.00168629943918,0,0.0075883474763,0.00362574007403,0,1850688000,3161600,0,14227200,6797808
209,1.0,0.0,0.0,3.365634,0.000123,0.000591,14,1250000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_1_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_1_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_1_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_1_6_5_4_1.25e+09.tif,Maragua_maps/obj_rast_awy_4_Maragua_1_6_5_4_1.25e+09.tif,Maragua_maps/obj_rast_sed_4_Maragua_1_6_5_4_1.25e+09.tif,Maragua_maps/obj_rast_soil_4_Maragua_1_6_5_4_1.25e+09.tif,0,0,790,0,0,0,0,0.0,1.0,0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,0,1248832000,0,0,0
210,0.75,0.25,0.0,3.365634,0.000123,0.000591,14,1250000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_2_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_2_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_2_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_2_6_5_4_1.25e+09.tif,Maragua_maps/obj_rast_awy_4_Maragua_2_6_5_4_1.25e+09.tif,Maragua_maps/obj_rast_sed_4_Maragua_2_6_5_4_1.25e+09.tif,Maragua_maps/obj_rast_soil_4_Maragua_2_6_5_4_1.25e+09.tif,0,0,790,0,0,0,0,0.0,1.0,0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,0,1248832000,0,0,0
211,0.25,0.25,0.5,-2.068401,0.934807,5.652937,14,1250000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_11_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_11_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_11_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_11_6_5_4_1.25e+09.tif,Maragua_maps/obj_rast_awy_4_Maragua_11_6_5_4_1.25e+09.tif,Maragua_maps/obj_rast_sed_4_Maragua_11_6_5_4_1.25e+09.tif,Maragua_maps/obj_rast_soil_4_Maragua_11_6_5_4_1.25e+09.tif,0,6376,4,0,8,1,0,0.997965252778,0.000626076068242,0,0.00125215213648,0.000156519017061,0,0.97938540417,0.00505872427499,0,0.01011744855,0.00543842300517,0,1224192000,6323200,0,12646400,6797808
212,0.25,0.5,0.25,-0.615194,0.593017,3.389687,13,625000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_8_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_awy_4_Maragua_8_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_8_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_8_6_5_4_6.25e+08.tif,Maragua_maps/obj_rast_awy_4_Maragua_8_6_5_4_6.25e+08.tif,Maragua_maps/obj_rast_sed_4_Maragua_8_6_5_4_6.25e+08.tif,Maragua_maps/obj_rast_soil_4_Maragua_8_6_5_4_6.25e+08.tif,0,2927,37,0,2,0,0,0.986850977748,0.0124747134187,0,0.000674308833446,0.0,0,0.901142206213,0.0937881633365,0,0.00506963045062,0.0,0,561984000,58489600,0,3161600,0
213,0.0,0.75,0.25,-4.341734,0.744929,4.50242,13,625000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_9_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_awy_4_Maragua_9_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_9_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_9_6_5_4_6.25e+08.tif,Maragua_maps/obj_rast_awy_4_Maragua_9_6_5_4_6.25e+08.tif,Maragua_maps/obj_rast_sed_4_Maragua_9_6_5_4_6.25e+08.tif,Maragua_maps/obj_rast_soil_4_Maragua_9_6_5_4_6.25e+08.tif,0,3255,0,0,0,0,0,1.0,0.0,0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0,624960000,0,0,0,0
214,0.5,0.0,0.5,1.367121,0.564769,3.268299,14,1250000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_10_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_10_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_10_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_10_6_5_4_1.25e+09.tif,Maragua_maps/obj_rast_awy_4_Maragua_10_6_5_4_1.25e+09.tif,Maragua_maps/obj_rast_sed_4_Maragua_10_6_5_4_1.25e+09.tif,Maragua_maps/obj_rast_soil_4_Maragua_10_6_5_4_1.25e+09.tif,0,3009,425,0,0,0,0,0.876237623762,0.123762376238,0,0.0,0.0,0,0.462342185459,0.537657814541,0,0.0,0.0,0,577728000,671840000,0,0,0
215,0.75,0.25,0.0,1.889469,4.2e-05,0.000318,13,625000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_2_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_awy_4_Maragua_2_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_2_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_2_6_5_4_6.25e+08.tif,Maragua_maps/obj_rast_awy_4_Maragua_2_6_5_4_6.25e+08.tif,Maragua_maps/obj_rast_sed_4_Maragua_2_6_5_4_6.25e+08.tif,Maragua_maps/obj_rast_soil_4_Maragua_2_6_5_4_6.25e+08.tif,0,0,395,0,0,0,0,0.0,1.0,0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,0,624416000,0,0,0
216,0.0,0.5,0.5,-6.192081,1.025364,6.403948,14,1250000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_12_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_12_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_12_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_12_6_5_4_1.25e+09.tif,Maragua_maps/obj_rast_awy_4_Maragua_12_6_5_4_1.25e+09.tif,Maragua_maps/obj_rast_sed_4_Maragua_12_6_5_4_1.25e+09.tif,Maragua_maps/obj_rast_soil_4_Maragua_12_6_5_4_1.25e+09.tif,0,6477,0,0,4,0,0,0.999382811295,0.0,0,0.000617188705447,0.0,0,0.994941064425,0.0,0,0.00505893557538,0.0,0,1243584000,0,0,6323200,0
217,0.25,0.0,0.75,-2.758575,0.968393,5.927186,14,1250000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_13_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_13_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_13_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_13_6_5_4_1.25e+09.tif,Maragua_maps/obj_rast_awy_4_Maragua_13_6_5_4_1.25e+09.tif,Maragua_maps/obj_rast_sed_4_Maragua_13_6_5_4_1.25e+09.tif,Maragua_maps/obj_rast_soil_4_Maragua_13_6_5_4_1.25e+09.tif,0,6433,0,0,5,1,0,0.999068178289,0.0,0,0.000776518092872,0.000155303618574,0,0.988237027312,0.0,0,0.00632402056443,0.00543895212362,0,1235136000,0,0,7904000,6797808
218,1.0,0.0,0.0,1.889469,4.2e-05,0.000318,13,625000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_1_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_awy_4_Maragua_1_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_1_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_1_6_5_4_6.25e+08.tif,Maragua_maps/obj_rast_awy_4_Maragua_1_6_5_4_6.25e+08.tif,Maragua_maps/obj_rast_sed_4_Maragua_1_6_5_4_6.25e+08.tif,Maragua_maps/obj_rast_soil_4_Maragua_1_6_5_4_6.25e+08.tif,0,0,395,0,0,0,0,0.0,1.0,0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,0,624416000,0,0,0
219,0.5,0.0,0.5,0.339863,0.452936,2.569498,13,625000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_10_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_awy_4_Maragua_10_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_10_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_10_6_5_4_6.25e+08.tif,Maragua_maps/obj_rast_awy_4_Maragua_10_6_5_4_6.25e+08.tif,Maragua_maps/obj_rast_sed_4_Maragua_10_6_5_4_6.25e+08.tif,Maragua_maps/obj_rast_soil_4_Maragua_10_6_5_4_6.25e+08.tif,0,1995,153,0,0,0,0,0.928770949721,0.0712290502793,0,0.0,0.0,0,0.61295971979,0.38704028021,0,0.0,0.0,0,383040000,241862400,0,0,0
220,0.25,0.25,0.5,-1.491606,0.669595,3.948161,13,625000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_11_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_awy_4_Maragua_11_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_11_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_11_6_5_4_6.25e+08.tif,Maragua_maps/obj_rast_awy_4_Maragua_11_6_5_4_6.25e+08.tif,Maragua_maps/obj_rast_sed_4_Maragua_11_6_5_4_6.25e+08.tif,Maragua_maps/obj_rast_soil_4_Maragua_11_6_5_4_6.25e+08.tif,0,3238,0,0,2,0,0,0.999382716049,0.0,0,0.000617283950617,0.0,0,0.994940287195,0.0,0,0.00505971280497,0.0,0,621696000,0,0,3161600,0
221,0.0,0.5,0.5,-4.409699,0.73823,4.515142,13,625000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_12_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_awy_4_Maragua_12_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_12_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_12_6_5_4_6.25e+08.tif,Maragua_maps/obj_rast_awy_4_Maragua_12_6_5_4_6.25e+08.tif,Maragua_maps/obj_rast_sed_4_Maragua_12_6_5_4_6.25e+08.tif,Maragua_maps/obj_rast_soil_4_Maragua_12_6_5_4_6.25e+08.tif,0,3255,0,0,0,0,0,1.0,0.0,0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0,624960000,0,0,0,0
222,0.25,0.0,0.75,-2.008128,0.69534,4.154821,13,625000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_13_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_awy_4_Maragua_13_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_13_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_13_6_5_4_6.25e+08.tif,Maragua_maps/obj_rast_awy_4_Maragua_13_6_5_4_6.25e+08.tif,Maragua_maps/obj_rast_sed_4_Maragua_13_6_5_4_6.25e+08.tif,Maragua_maps/obj_rast_soil_4_Maragua_13_6_5_4_6.25e+08.tif,0,3238,0,0,2,0,0,0.999382716049,0.0,0,0.000617283950617,0.0,0,0.994940287195,0.0,0,0.00505971280497,0.0,0,621696000,0,0,3161600,0
223,0.0,0.25,0.75,-4.515904,0.733597,4.518203,13,625000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_14_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_awy_4_Maragua_14_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_14_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_14_6_5_4_6.25e+08.tif,Maragua_maps/obj_rast_awy_4_Maragua_14_6_5_4_6.25e+08.tif,Maragua_maps/obj_rast_sed_4_Maragua_14_6_5_4_6.25e+08.tif,Maragua_maps/obj_rast_soil_4_Maragua_14_6_5_4_6.25e+08.tif,0,3255,0,0,0,0,0,1.0,0.0,0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0,624960000,0,0,0,0
224,0.0,0.0,1.0,-4.519297,0.73135,4.518545,13,625000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_15_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_awy_4_Maragua_15_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_15_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_15_6_5_4_6.25e+08.tif,Maragua_maps/obj_rast_awy_4_Maragua_15_6_5_4_6.25e+08.tif,Maragua_maps/obj_rast_sed_4_Maragua_15_6_5_4_6.25e+08.tif,Maragua_maps/obj_rast_soil_4_Maragua_15_6_5_4_6.25e+08.tif,0,3255,0,0,0,0,0,1.0,0.0,0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0,624960000,0,0,0,0
225,0.5,0.5,0.0,4.577887,0.151912,0.508603,18,1875000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_3_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_3_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_3_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_3_6_6_4_1.875e+09.tif,Maragua_maps/obj_rast_awy_4_Maragua_3_6_6_4_1.875e+09.tif,Maragua_maps/obj_rast_sed_4_Maragua_3_6_6_4_1.875e+09.tif,Maragua_maps/obj_rast_soil_4_Maragua_3_6_6_4_1.875e+09.tif,0,255,1155,0,0,0,0,0.18085106383,0.81914893617,0,0.0,0.0,0,0.026115008449,0.973884991551,0,0.0,0.0,0,48960000,1825824000,0,0,0
226,0.25,0.75,0.0,3.392496,0.738793,2.611996,18,1875000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_4_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_4_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_4_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_4_6_6_4_1.875e+09.tif,Maragua_maps/obj_rast_awy_4_Maragua_4_6_6_4_1.875e+09.tif,Maragua_maps/obj_rast_sed_4_Maragua_4_6_6_4_1.875e+09.tif,Maragua_maps/obj_rast_soil_4_Maragua_4_6_6_4_1.875e+09.tif,0,2245,912,0,1,0,0,0.710892970234,0.288790373654,0,0.000316656111463,0.0,0,0.229972580849,0.769184015625,0,0.000843403525905,0.0,0,431040000,1441689600,0,1580800,0
227,1.0,0.0,0.0,4.686644,0.000772,0.004015,18,1875000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_1_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_1_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_1_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_1_6_6_4_1.875e+09.tif,Maragua_maps/obj_rast_awy_4_Maragua_1_6_6_4_1.875e+09.tif,Maragua_maps/obj_rast_sed_4_Maragua_1_6_6_4_1.875e+09.tif,Maragua_maps/obj_rast_soil_4_Maragua_1_6_6_4_1.875e+09.tif,0,0,1186,0,0,0,0,0.0,1.0,0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,0,1874828800,0,0,0
228,0.75,0.25,0.0,4.683864,0.006719,0.02286,18,1875000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_2_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_2_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_2_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_2_6_6_4_1.875e+09.tif,Maragua_maps/obj_rast_awy_4_Maragua_2_6_6_4_1.875e+09.tif,Maragua_maps/obj_rast_sed_4_Maragua_2_6_6_4_1.875e+09.tif,Maragua_maps/obj_rast_soil_4_Maragua_2_6_6_4_1.875e+09.tif,0,5,1185,0,0,0,0,0.00420168067227,0.995798319328,0,0.0,0.0,0,0.000512216360191,0.99948778364,0,0.0,0.0,0,960000,1873248000,0,0,0
229,0.0,0.0,1.0,-7.643194,2.063456,7.812259,18,1875000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_15_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_15_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_15_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_15_6_6_4_1.875e+09.tif,Maragua_maps/obj_rast_awy_4_Maragua_15_6_6_4_1.875e+09.tif,Maragua_maps/obj_rast_sed_4_Maragua_15_6_6_4_1.875e+09.tif,Maragua_maps/obj_rast_soil_4_Maragua_15_6_6_4_1.875e+09.tif,0,9689,0,0,5,1,0,0.999381124291,0.0,0,0.000515729757607,0.000103145951521,0,0.992158993112,0.0,0,0.00421548958094,0.00362551730735,0,1860288000,0,0,7904000,6797808
230,0.5,0.5,0.0,3.295779,0.093553,0.309929,17,1250000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_3_6_6_4_1.25e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_3_6_6_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_3_6_6_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_3_6_6_4_1.25e+09.tif,Maragua_maps/obj_rast_awy_4_Maragua_3_6_6_4_1.25e+09.tif,Maragua_maps/obj_rast_sed_4_Maragua_3_6_6_4_1.25e+09.tif,Maragua_maps/obj_rast_soil_4_Maragua_3_6_6_4_1.25e+09.tif,0,126,775,0,0,0,0,0.139844617092,0.860155382908,0,0.0,0.0,0,0.0193642580877,0.980635741912,0,0.0,0.0,0,24192000,1225120000,0,0,0
231,0.0,1.0,0.0,-7.249255,2.07439,7.763691,18,1875000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_5_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_5_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_5_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_5_6_6_4_1.875e+09.tif,Maragua_maps/obj_rast_awy_4_Maragua_5_6_6_4_1.875e+09.tif,Maragua_maps/obj_rast_sed_4_Maragua_5_6_6_4_1.875e+09.tif,Maragua_maps/obj_rast_soil_4_Maragua_5_6_6_4_1.875e+09.tif,0,9691,0,0,9,0,0,0.999072164948,0.0,0,0.000927835051546,0.0,0,0.992411752056,0.0,0,0.00758824794421,0.0,0,1860672000,0,0,14227200,0
232,0.0,0.25,0.75,-7.615099,2.065273,7.812002,18,1875000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_14_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_14_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_14_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_14_6_6_4_1.875e+09.tif,Maragua_maps/obj_rast_awy_4_Maragua_14_6_6_4_1.875e+09.tif,Maragua_maps/obj_rast_sed_4_Maragua_14_6_6_4_1.875e+09.tif,Maragua_maps/obj_rast_soil_4_Maragua_14_6_6_4_1.875e+09.tif,0,9689,0,0,5,1,0,0.999381124291,0.0,0,0.000515729757607,0.000103145951521,0,0.992158993112,0.0,0,0.00421548958094,0.00362551730735,0,1860288000,0,0,7904000,6797808
233,0.75,0.0,0.25,4.504381,0.212846,0.73948,18,1875000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_6_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_6_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_6_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_6_6_6_4_1.875e+09.tif,Maragua_maps/obj_rast_awy_4_Maragua_6_6_6_4_1.875e+09.tif,Maragua_maps/obj_rast_sed_4_Maragua_6_6_6_4_1.875e+09.tif,Maragua_maps/obj_rast_soil_4_Maragua_6_6_6_4_1.875e+09.tif,0,355,1142,0,0,0,0,0.237140948564,0.762859051436,0,0.0,0.0,0,0.0363823943373,0.963617605663,0,0.0,0.0,0,68160000,1805273600,0,0,0
234,0.5,0.25,0.25,3.971786,0.519553,1.840532,18,1875000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_7_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_7_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_7_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_7_6_6_4_1.875e+09.tif,Maragua_maps/obj_rast_awy_4_Maragua_7_6_6_4_1.875e+09.tif,Maragua_maps/obj_rast_sed_4_Maragua_7_6_6_4_1.875e+09.tif,Maragua_maps/obj_rast_soil_4_Maragua_7_6_6_4_1.875e+09.tif,0,1336,1023,0,0,0,0,0.566341670199,0.433658329801,0,0.0,0.0,0,0.136903480996,0.863096519004,0,0.0,0.0,0,256512000,1617158400,0,0,0
