index,awy_weight,sde_weight,sdl_weight,awy_score,sde_score,sdl_score,esm_case,input_budget,input_2,input_1,input_spat,AWY_1_rast_delta_abs,SDE_2_rast_delta_abs,SDL_3_rast_delta_abs
22,0.25,0.25,0.5,6.11570081794,0.088638,1.22792700247,1,1875000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_7_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_7_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_7_6_1_4_1.875e+09.tif
23,0.5,0.25,0.25,4.60165750758,0.185359,3.09879955334,1,1875000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_8_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_8_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_8_6_1_4_1.875e+09.tif
24,0.75,0.25,0.0,-5.55940457627,0.373948,7.80128958677,1,1875000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_9_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_9_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_9_6_1_4_1.875e+09.tif
25,0.0,0.5,0.5,4.95694912019,0.163518,2.76525455869,1,1875000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_10_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_10_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_10_6_1_4_1.875e+09.tif
26,0.25,0.5,0.25,-0.146301626148,0.316596,6.24594127418,1,1875000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_11_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_11_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_11_6_1_4_1.875e+09.tif
27,0.5,0.5,0.0,-5.63964932858,0.369395,7.81058190229,1,1875000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_12_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_12_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_12_6_1_4_1.875e+09.tif
28,0.25,0.75,0.0,-4.63347388312,0.311985,6.40686802365,1,1250000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_14_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_14_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_14_6_1_4_1.25e+09.tif
29,0.25,0.0,0.75,4.68556915864,3e-06,-0.0014603494465,1,1250000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_2_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_2_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_2_6_1_4_1.25e+09.tif
30,0.5,0.0,0.5,4.68541601584,0.00098,0.00259942143959,1,1250000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_3_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_3_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_3_6_1_4_1.25e+09.tif
31,0.75,0.0,0.25,4.64402934283,0.021774,0.148775249265,1,1250000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_4_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_4_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_4_6_1_4_1.25e+09.tif
32,1.0,0.0,0.0,-3.4838236567,0.343058,5.78862165562,1,1250000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_5_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_5_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_5_6_1_4_1.25e+09.tif
33,0.0,0.25,0.75,4.60845400237,0.024704,0.291472869458,1,1250000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_6_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_6_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_6_6_1_4_1.25e+09.tif
34,0.25,0.25,0.5,4.36749888186,0.065222,0.841973946244,1,1250000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_7_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_7_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_7_6_1_4_1.25e+09.tif
35,0.5,0.25,0.25,2.60845984944,0.179333,2.97709924896,1,1250000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_8_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_8_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_8_6_1_4_1.25e+09.tif
36,0.75,0.25,0.0,-4.53762465166,0.318938,6.39573933256,1,1250000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_9_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_9_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_9_6_1_4_1.25e+09.tif
37,0.0,0.5,0.5,2.9853171466,0.157022,2.6223589273,1,1250000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_10_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_10_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_10_6_1_4_1.25e+09.tif
38,0.25,0.5,0.25,-1.17073670175,0.286834,5.51823695312,1,1250000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_11_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_11_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_11_6_1_4_1.25e+09.tif
39,0.5,0.5,0.0,-4.60150888463,0.313838,6.40565185329,1,1250000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_12_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_12_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_12_6_1_4_1.25e+09.tif
