index,esm_case,awy_weight,sde_weight,sdl_weight,sde_score,sdl_score,awy_score,input_budget,input_2,input_1,input_spat,AWY_1_rast_delta_abs,SDE_2_rast_delta_abs,SDL_3_rast_delta_abs
10,1,0.25,0.5,0.25,0.224986,4.12386880325,-1.42646845183,625000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_11_6_1_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_11_6_1_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_11_6_1_4_6.25e+08.tif
11,1,0.5,0.5,0.0,0.233185,4.51715929816,-3.30004135269,625000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_12_6_1_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_12_6_1_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_12_6_1_4_6.25e+08.tif
12,1,0.0,0.75,0.25,0.229109,4.28980993646,-1.83575993533,625000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_13_6_1_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_13_6_1_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_13_6_1_4_6.25e+08.tif
13,1,0.25,0.75,0.0,0.231398,4.51838203949,-3.33051310368,625000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_14_6_1_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_14_6_1_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_14_6_1_4_6.25e+08.tif
14,1,0.0,1.0,0.0,0.23035,4.51854541613,-3.32504544578,625000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_15_6_1_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_15_6_1_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_15_6_1_4_6.25e+08.tif
15,1,0.0,0.0,1.0,3e-06,-0.0014603494465,4.68556915864,1250000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_1_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_1_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_1_6_1_4_1.25e+09.tif
16,1,0.0,0.0,1.0,3e-05,0.00300973644016,6.54146924525,1875000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_1_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_1_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_1_6_1_4_1.875e+09.tif
17,1,0.25,0.0,0.75,3e-05,0.00300973644016,6.54146924525,1875000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_2_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_2_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_2_6_1_4_1.875e+09.tif
18,1,0.5,0.0,0.5,0.003767,0.0234249321857,6.53752008401,1875000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_3_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_3_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_3_6_1_4_1.875e+09.tif
19,1,0.75,0.0,0.25,0.031862,0.248074502049,6.47969975547,1875000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_4_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_4_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_4_6_1_4_1.875e+09.tif
20,1,1.0,0.0,0.0,0.399398,7.15169674416,-4.4526762925,1875000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_5_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_5_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_5_6_1_4_1.875e+09.tif
21,1,0.0,0.25,0.75,0.04456,0.575028920239,6.39562590982,1875000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_6_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_6_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_6_6_1_4_1.875e+09.tif
22,1,0.25,0.25,0.5,0.088638,1.22792700247,6.11570081794,1875000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_7_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_7_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_7_6_1_4_1.875e+09.tif
23,1,0.5,0.25,0.25,0.185359,3.09879955334,4.60165750758,1875000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_8_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_8_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_8_6_1_4_1.875e+09.tif
24,1,0.75,0.25,0.0,0.373948,7.80128958677,-5.55940457627,1875000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_9_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_9_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_9_6_1_4_1.875e+09.tif
25,1,0.0,0.5,0.5,0.163518,2.76525455869,4.95694912019,1875000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_10_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_10_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_10_6_1_4_1.875e+09.tif
26,1,0.25,0.5,0.25,0.316596,6.24594127418,-0.146301626148,1875000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_11_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_11_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_11_6_1_4_1.875e+09.tif
27,1,0.5,0.5,0.0,0.369395,7.81058190229,-5.63964932858,1875000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_12_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_12_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_12_6_1_4_1.875e+09.tif
28,1,0.25,0.75,0.0,0.311985,6.40686802365,-4.63347388312,1250000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_14_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_14_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_14_6_1_4_1.25e+09.tif
29,1,0.25,0.0,0.75,3e-06,-0.0014603494465,4.68556915864,1250000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_2_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_2_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_2_6_1_4_1.25e+09.tif
30,1,0.5,0.0,0.5,0.00098,0.00259942143959,4.68541601584,1250000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_3_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_3_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_3_6_1_4_1.25e+09.tif
31,1,0.75,0.0,0.25,0.021774,0.148775249265,4.64402934283,1250000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_4_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_4_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_4_6_1_4_1.25e+09.tif
32,1,1.0,0.0,0.0,0.343058,5.78862165562,-3.4838236567,1250000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_5_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_5_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_5_6_1_4_1.25e+09.tif
33,1,0.0,0.25,0.75,0.024704,0.291472869458,4.60845400237,1250000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_6_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_6_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_6_6_1_4_1.25e+09.tif
34,1,0.25,0.25,0.5,0.065222,0.841973946244,4.36749888186,1250000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_7_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_7_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_7_6_1_4_1.25e+09.tif
35,1,0.5,0.25,0.25,0.179333,2.97709924896,2.60845984944,1250000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_8_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_8_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_8_6_1_4_1.25e+09.tif
36,1,0.75,0.25,0.0,0.318938,6.39573933256,-4.53762465166,1250000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_9_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_9_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_9_6_1_4_1.25e+09.tif
37,1,0.0,0.5,0.5,0.157022,2.6223589273,2.9853171466,1250000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_10_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_10_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_10_6_1_4_1.25e+09.tif
38,1,0.25,0.5,0.25,0.286834,5.51823695312,-1.17073670175,1250000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_11_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_11_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_11_6_1_4_1.25e+09.tif
39,1,0.5,0.5,0.0,0.313838,6.40565185329,-4.60150888463,1250000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_12_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_12_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_12_6_1_4_1.25e+09.tif
40,1,0.0,0.75,0.25,0.307057,6.11335982129,-2.54303356313,1250000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_13_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_13_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_13_6_1_4_1.25e+09.tif
41,1,0.0,1.0,0.0,0.310569,6.40708300401,-4.64324943878,1250000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_15_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_15_6_1_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_15_6_1_4_1.25e+09.tif
42,1,0.25,0.75,0.0,0.367223,7.81201673076,-5.65705194438,1875000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_14_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_14_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_14_6_1_4_1.875e+09.tif
43,1,0.0,1.0,0.0,0.365715,7.81225936025,-5.67162409129,1875000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_15_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_15_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_15_6_1_4_1.875e+09.tif
44,1,0.0,0.75,0.25,0.360817,7.44789052634,-3.04802698473,1875000000.0,2.5,1,0,Maragua_maps/mv_rast_awy_4_Maragua_13_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_13_6_1_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_13_6_1_4_1.875e+09.tif
45,2,0.0,0.0,1.0,2e-06,-0.000544791707323,2.5279773326,625000000.0,2.5,2,0,Maragua_maps/mv_rast_awy_4_Maragua_1_6_2_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_1_6_2_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_1_6_2_4_6.25e+08.tif
46,2,0.5,0.0,0.5,0.011357,0.0428087414028,4.67884758552,1250000000.0,2.5,2,0,Maragua_maps/mv_rast_awy_4_Maragua_3_6_2_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_3_6_2_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_3_6_2_4_1.25e+09.tif
47,2,0.75,0.0,0.25,0.182869,0.867729204275,4.32739939838,1250000000.0,2.5,2,0,Maragua_maps/mv_rast_awy_4_Maragua_4_6_2_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_4_6_2_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_4_6_2_4_1.25e+09.tif
48,2,0.0,0.25,0.75,0.059589,0.291472869458,4.60845400237,1250000000.0,2.5,2,0,Maragua_maps/mv_rast_awy_4_Maragua_6_6_2_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_6_6_2_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_6_6_2_4_1.25e+09.tif
49,2,0.25,0.25,0.5,0.19057,0.977316519515,4.29035792672,1250000000.0,2.5,2,0,Maragua_maps/mv_rast_awy_4_Maragua_7_6_2_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_7_6_2_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_7_6_2_4_1.25e+09.tif
50,2,0.5,0.25,0.25,0.652619,3.77073735285,1.64867198661,1250000000.0,2.5,2,0,Maragua_maps/mv_rast_awy_4_Maragua_8_6_2_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_8_6_2_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_8_6_2_4_1.25e+09.tif
51,2,1.0,0.0,0.0,1.047388,6.22764421935,-4.04573746075,1250000000.0,2.5,2,0,Maragua_maps/mv_rast_awy_4_Maragua_5_6_2_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_5_6_2_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_5_6_2_4_1.25e+09.tif
52,2,0.0,0.5,0.5,0.460733,2.6223589273,2.9853171466,1250000000.0,2.5,2,0,Maragua_maps/mv_rast_awy_4_Maragua_10_6_2_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_10_6_2_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_10_6_2_4_1.25e+09.tif
53,2,0.25,0.5,0.25,0.938507,5.6952904491,-1.54338895854,1250000000.0,2.5,2,0,Maragua_maps/mv_rast_awy_4_Maragua_11_6_2_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_11_6_2_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_11_6_2_4_1.25e+09.tif
54,2,0.5,0.5,0.0,1.025364,6.40394791093,-4.5771078376,1250000000.0,2.5,2,0,Maragua_maps/mv_rast_awy_4_Maragua_12_6_2_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_12_6_2_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_12_6_2_4_1.25e+09.tif
55,2,0.75,0.25,0.0,1.034332,6.38618098331,-4.47190197733,1250000000.0,2.5,2,0,Maragua_maps/mv_rast_awy_4_Maragua_9_6_2_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_9_6_2_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_9_6_2_4_1.25e+09.tif
56,2,0.0,0.0,1.0,-1e-05,-0.0014603494465,4.68556915864,1250000000.0,2.5,2,0,Maragua_maps/mv_rast_awy_4_Maragua_1_6_2_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_1_6_2_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_1_6_2_4_1.25e+09.tif
57,2,0.25,0.0,0.75,-1e-05,-0.0014603494465,4.68556915864,1250000000.0,2.5,2,0,Maragua_maps/mv_rast_awy_4_Maragua_2_6_2_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_2_6_2_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_2_6_2_4_1.25e+09.tif
58,2,0.75,0.0,0.25,0.168254,0.804190670041,2.1949612718,625000000.0,2.5,2,0,Maragua_maps/mv_rast_awy_4_Maragua_4_6_2_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_4_6_2_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_4_6_2_4_6.25e+08.tif
59,2,1.0,0.0,0.0,0.756051,4.37263346929,-2.87847890576,625000000.0,2.5,2,0,Maragua_maps/mv_rast_awy_4_Maragua_5_6_2_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_5_6_2_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_5_6_2_4_6.25e+08.tif
60,2,0.0,0.25,0.75,0.05204,0.255153487867,2.45534628201,625000000.0,2.5,2,0,Maragua_maps/mv_rast_awy_4_Maragua_6_6_2_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_6_6_2_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_6_6_2_4_6.25e+08.tif
61,2,0.25,0.25,0.5,0.174707,0.892654573985,2.16381342719,625000000.0,2.5,2,0,Maragua_maps/mv_rast_awy_4_Maragua_7_6_2_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_7_6_2_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_7_6_2_4_6.25e+08.tif
62,2,0.5,0.25,0.25,0.555615,3.16317576658,0.0389954526652,625000000.0,2.5,2,0,Maragua_maps/mv_rast_awy_4_Maragua_8_6_2_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_8_6_2_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_8_6_2_4_6.25e+08.tif
63,2,0.75,0.25,0.0,0.744929,4.50241953859,-3.19454196118,625000000.0,2.5,2,0,Maragua_maps/mv_rast_awy_4_Maragua_9_6_2_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_9_6_2_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_9_6_2_4_6.25e+08.tif
64,2,0.0,0.5,0.5,0.406427,2.28941061818,1.05099417075,625000000.0,2.5,2,0,Maragua_maps/mv_rast_awy_4_Maragua_10_6_2_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_10_6_2_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_10_6_2_4_6.25e+08.tif
65,2,0.25,0.5,0.25,0.697584,4.14743901955,-1.4763540428,625000000.0,2.5,2,0,Maragua_maps/mv_rast_awy_4_Maragua_11_6_2_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_11_6_2_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_11_6_2_4_6.25e+08.tif
66,2,0.5,0.5,0.0,0.73823,4.51514177269,-3.24448895938,625000000.0,2.5,2,0,Maragua_maps/mv_rast_awy_4_Maragua_12_6_2_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_12_6_2_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_12_6_2_4_6.25e+08.tif
67,2,0.0,0.75,0.25,0.713671,4.28980993646,-1.83575993533,625000000.0,2.5,2,0,Maragua_maps/mv_rast_awy_4_Maragua_13_6_2_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_13_6_2_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_13_6_2_4_6.25e+08.tif
68,2,0.0,0.75,0.25,0.99233,6.11335982129,-2.54303356313,1250000000.0,2.5,2,0,Maragua_maps/mv_rast_awy_4_Maragua_13_6_2_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_13_6_2_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_13_6_2_4_1.25e+09.tif
69,2,0.25,0.0,0.75,2e-06,-0.000544791707323,2.5279773326,625000000.0,2.5,2,0,Maragua_maps/mv_rast_awy_4_Maragua_2_6_2_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_2_6_2_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_2_6_2_4_6.25e+08.tif
70,2,0.5,0.0,0.5,0.009843,0.0381115203224,2.52113909499,625000000.0,2.5,2,0,Maragua_maps/mv_rast_awy_4_Maragua_3_6_2_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_3_6_2_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_3_6_2_4_6.25e+08.tif
71,2,0.0,0.0,1.0,0.000221,0.00300973644016,6.54146924525,1875000000.0,2.5,2,0,Maragua_maps/mv_rast_awy_4_Maragua_1_6_2_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_1_6_2_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_1_6_2_4_1.875e+09.tif
72,2,0.25,0.0,0.75,0.000221,0.00300973644016,6.54146924525,1875000000.0,2.5,2,0,Maragua_maps/mv_rast_awy_4_Maragua_2_6_2_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_2_6_2_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_2_6_2_4_1.875e+09.tif
73,2,0.5,0.0,0.5,0.031971,0.135197386541,6.51637798536,1875000000.0,2.5,2,0,Maragua_maps/mv_rast_awy_4_Maragua_3_6_2_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_3_6_2_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_3_6_2_4_1.875e+09.tif
74,2,0.75,0.0,0.25,0.245876,1.19420963263,6.10133525635,1875000000.0,2.5,2,0,Maragua_maps/mv_rast_awy_4_Maragua_4_6_2_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_4_6_2_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_4_6_2_4_1.875e+09.tif
75,2,1.0,0.0,0.0,1.257025,7.61262590432,-5.02533973812,1875000000.0,2.5,2,0,Maragua_maps/mv_rast_awy_4_Maragua_5_6_2_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_5_6_2_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_5_6_2_4_1.875e+09.tif
76,2,0.0,0.25,0.75,0.113474,0.575028920239,6.39562590982,1875000000.0,2.5,2,0,Maragua_maps/mv_rast_awy_4_Maragua_6_6_2_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_6_6_2_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_6_6_2_4_1.875e+09.tif
77,2,0.25,0.25,0.5,0.268717,1.42260151919,6.00763436155,1875000000.0,2.5,2,0,Maragua_maps/mv_rast_awy_4_Maragua_7_6_2_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_7_6_2_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_7_6_2_4_1.875e+09.tif
