index,awy_weight,sde_weight,sdl_weight,awy_score,sde_score,sdl_score
0,1.0,0.0,0.0,4.68556915864,3.16990729618e-06,-0.0014603494465
1,0.75,0.25,0.0,4.68556915864,3.16990729618e-06,-0.0014603494465
2,0.5,0.5,0.0,4.68541601584,0.000979798782343,0.00259942143959
3,0.25,0.75,0.0,4.64402934283,0.0217736890509,0.148775249265
4,0.0,1.0,0.0,-3.4838236567,0.343057622821,5.78862165562
5,0.75,0.0,0.25,4.60845400237,0.0247038703688,0.291472869458
6,0.5,0.25,0.25,4.36749888186,0.0652220545184,0.841973946244
7,0.25,0.5,0.25,2.60845984944,0.17933340476,2.97709924896
8,0.0,0.75,0.25,-4.53762465166,0.318937808165,6.39573933256
9,0.5,0.0,0.5,2.9853171466,0.157022468776,2.6223589273
10,0.25,0.25,0.5,-1.17073670175,0.286833880026,5.51823695312
11,0.0,0.5,0.5,-4.60150888463,0.313837974315,6.40565185329
12,0.25,0.0,0.75,-2.54303356313,0.307056607006,6.11335982129
13,0.0,0.25,0.75,-4.63347388312,0.311984981812,6.40686802365
14,0.0,0.0,1.0,-4.64324943878,0.310569019804,6.40708300401
15,1.0,0.0,0.0,4.68556915864,-9.54841335032e-06,-0.0014603494465
16,0.75,0.25,0.0,4.68556915864,-9.54841335032e-06,-0.0014603494465
17,0.5,0.5,0.0,4.67884758552,0.0113566963203,0.0428087414028
18,0.25,0.75,0.0,4.32739939838,0.18286908761,0.867729204275
19,0.0,1.0,0.0,-4.04573746075,1.04738751975,6.22764421935
20,0.75,0.0,0.25,4.60845400237,0.0595891804144,0.291472869458
21,0.5,0.25,0.25,4.29035792672,0.190569737787,0.977316519515
22,0.25,0.5,0.25,1.64867198661,0.652618967563,3.77073735285
23,0.0,0.75,0.25,-4.47190197733,1.03433231043,6.38618098331
24,0.5,0.0,0.5,2.9853171466,0.460732784076,2.6223589273
25,0.25,0.25,0.5,-1.54338895854,0.938507080186,5.6952904491
26,0.0,0.5,0.5,-4.5771078376,1.02536353934,6.40394791093
27,0.25,0.0,0.75,-2.54303356313,0.992330419678,6.11335982129
28,0.0,0.25,0.75,-4.62140062434,1.02110268783,6.40666307256
29,0.0,0.0,1.0,-4.64324943878,1.01832672923,6.40708300401
30,1.0,0.0,0.0,4.68556915864,-0.000131473893816,-0.0014603494465
31,0.75,0.25,0.0,4.68556915864,-0.000131473893816,-0.0014603494465
32,0.5,0.5,0.0,4.64292813366,0.0562598567705,0.18282531874
33,0.25,0.75,0.0,3.65373755251,0.534138017297,1.8661341351
34,0.0,1.0,0.0,-4.37544081271,1.71128813266,6.36878201212
35,0.75,0.0,0.25,4.60845400237,0.0864518910399,0.291472869458
36,0.5,0.25,0.25,4.17251669645,0.336831418893,1.17125724833
37,0.25,0.5,0.25,0.732265276852,1.20976135394,4.42424074523
38,0.0,0.75,0.25,-4.53991092877,1.70787184212,6.40012541888
39,0.5,0.0,0.5,2.9853171466,0.728077738923,2.6223589273
40,0.25,0.25,0.5,-1.86664870274,1.57508413494,5.84232713281
41,0.0,0.5,0.5,-4.59223685096,1.70494855489,6.40544316015
42,0.25,0.0,0.75,-2.54303356313,1.64010550244,6.11335982129
43,0.0,0.25,0.75,-4.62902499869,1.70282762972,6.40683846317
44,0.0,0.0,1.0,-4.64324943878,1.70128591957,6.40708300401
45,1.0,0.0,0.0,3.36563356252,2.18900336154e-05,0.000591121696729
46,0.75,0.25,0.0,3.36563356252,2.18900336154e-05,0.000591121696729
47,0.5,0.5,0.0,3.36520113094,0.00275667065088,0.0154486145398
48,0.25,0.75,0.0,3.30731740139,0.0294546855959,0.211589680654
49,0.0,1.0,0.0,-4.70339144367,0.343057622821,5.78862165562
50,0.75,0.0,0.25,3.25391673833,0.0346577097282,0.439017825846
51,0.5,0.25,0.25,2.89993827925,0.0908021461497,1.25704313032
52,0.25,0.5,0.25,1.01870515966,0.208981479772,3.59525605545
53,0.0,0.75,0.25,-6.1386738758,0.318937808165,6.39573933256
54,0.5,0.0,0.5,1.36712118516,0.187767697121,3.26829870041
55,0.25,0.25,0.5,-1.95186540399,0.290739931387,5.59749065998
56,0.0,0.5,0.5,-6.22490360939,0.313837974315,6.40565185329
57,0.25,0.0,0.75,-2.7585748403,0.301273069514,5.9271858004
