"esm_case","obj_1_wt","obj_2_wt","obj_3_wt","cost_wt","SDE_2_agg_delta_abs","SDL_3_agg_delta_abs","AWY_1_agg_delta_abs","cost","budget","wt_case","awy_1","sdr_1","sdr_biophysical_table_path","awy_biophysical_table_uri","cat_scen","AWY_1_rast_delta_abs","SDE_2_rast_delta_abs","SDL_3_rast_delta_abs"
9,0,0,1,0,1001.35138074146,5387.55713830322,1206353.46480164,624416000,6.25e+08,1,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_1_6_9_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_1_6_9_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_1_6_9_4_6.25e+08.tif"
9,0.25,0,0.75,0,282722.366438188,916417.036762151,1137302.74627663,624198400,6.25e+08,2,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_2_6_9_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_2_6_9_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_2_6_9_4_6.25e+08.tif"
9,0.5,0,0.5,0,1407127.96926546,4813478.99612479,396903.256684792,624262400,6.25e+08,3,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_3_6_9_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_3_6_9_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_3_6_9_4_6.25e+08.tif"
9,0.75,0,0.25,0,2176214.16159874,7550330.32385726,-678952.661792853,624960000,6.25e+08,4,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_4_6_9_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_4_6_9_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_4_6_9_4_6.25e+08.tif"
9,1,0,0,0,2428575.91562901,8490477.97173579,-3665062.37338649,624960000,6.25e+08,5,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_5_6_9_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_5_6_9_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_5_6_9_4_6.25e+08.tif"
9,0,0.25,0.75,0,1661049.56967784,5814711.31796022,102515.911119733,624953600,6.25e+08,6,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_6_6_9_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_6_6_9_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_6_6_9_4_6.25e+08.tif"
9,0.25,0.25,0.5,0,2131419.03060219,7484960.75599895,-589870.600698984,624960000,6.25e+08,7,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_7_6_9_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_7_6_9_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_7_6_9_4_6.25e+08.tif"
9,0.5,0.25,0.25,0,2269986.71518412,7960767.49170324,-1097528.1379513,624960000,6.25e+08,8,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_8_6_9_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_8_6_9_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_8_6_9_4_6.25e+08.tif"
9,0.75,0.25,0,0,2423639.4070954,8538180.42540336,-3781098.40755423,624960000,6.25e+08,9,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_9_6_9_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_9_6_9_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_9_6_9_4_6.25e+08.tif"
9,0,0.5,0.5,0,2193081.66168687,7730065.96999214,-789733.198072171,624960000,6.25e+08,10,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_10_6_9_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_10_6_9_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_10_6_9_4_6.25e+08.tif"
9,0.25,0.5,0.25,0,2308483.65781598,8129613.35922541,-1395615.3934439,624960000,6.25e+08,11,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_11_6_9_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_11_6_9_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_11_6_9_4_6.25e+08.tif"
9,0.5,0.5,0,0,2417850.46702611,8549171.56669204,-3832058.03524055,624960000,6.25e+08,12,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_12_6_9_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_12_6_9_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_12_6_9_4_6.25e+08.tif"
9,0,0.75,0.25,0,2339509.70866312,8260670.06012695,-1744831.65857527,624960000,6.25e+08,13,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_13_6_9_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_13_6_9_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_13_6_9_4_6.25e+08.tif"
9,0.25,0.75,0,0,2414154.18483461,8551696.50035401,-3867023.75798567,624960000,6.25e+08,14,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_14_6_9_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_14_6_9_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_14_6_9_4_6.25e+08.tif"
9,0,1,0,0,2411090.89935173,8552153.93386341,-3877891.10714309,624960000,6.25e+08,15,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_15_6_9_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_15_6_9_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_15_6_9_4_6.25e+08.tif"
9,0,0.75,0.25,0,4352460.94091462,15713433.8674768,-3631424.1954152,1874880000,1.875e+09,13,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_13_6_9_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_13_6_9_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_13_6_9_4_1.875e+09.tif"
9,0.25,0,0.75,0,544415.963786654,1842770.78349138,1909076.51137749,1249273600,1.25e+09,2,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_2_6_9_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_2_6_9_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_2_6_9_4_1.25e+09.tif"
9,0.25,0,0.75,0,765315.749314277,2643391.58057478,2607912.67390734,1874323200,1.875e+09,2,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_2_6_9_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_2_6_9_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_2_6_9_4_1.875e+09.tif"
9,0.5,0,0.5,0,2151422.36073883,7550621.07794263,1597031.88621583,1874406400,1.875e+09,3,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_3_6_9_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_3_6_9_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_3_6_9_4_1.875e+09.tif"
9,0.75,0,0.25,0,4052709.91903202,14445010.2840777,-1730306.23787825,1874919408,1.875e+09,4,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_4_6_9_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_4_6_9_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_4_6_9_4_1.875e+09.tif"
9,1,0,0,0,4503308.7557896,16135551.5927965,-7078435.49072616,1874880000,1.875e+09,5,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_5_6_9_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_5_6_9_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_5_6_9_4_1.875e+09.tif"
9,0,0.25,0.75,0,2484908.35360417,8851591.02808871,1180586.94799533,1873881600,1.875e+09,6,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_6_6_9_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_6_6_9_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_6_6_9_4_1.875e+09.tif"
9,0.25,0.25,0.5,0,3754414.22575173,13464915.4700265,-984659.22018061,1874458608,1.875e+09,7,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_7_6_9_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_7_6_9_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_7_6_9_4_1.875e+09.tif"
9,0.5,0.25,0.25,0,4222816.25030344,15174300.9487884,-2473977.23406874,1874957808,1.875e+09,8,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_8_6_9_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_8_6_9_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_8_6_9_4_1.875e+09.tif"
9,0.75,0.25,0,0,4495504.42101428,16210034.1135086,-7204466.79719316,1874880000,1.875e+09,9,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_9_6_9_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_9_6_9_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_9_6_9_4_1.875e+09.tif"
9,0,0.5,0.5,0,4091894.5638394,14753539.6120894,-1939430.35369695,1874855408,1.875e+09,10,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_10_6_9_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_10_6_9_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_10_6_9_4_1.875e+09.tif"
9,0.25,0.5,0.25,0,4297292.91165246,15491181.8546054,-3059859.20237194,1874957808,1.875e+09,11,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_11_6_9_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_11_6_9_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_11_6_9_4_1.875e+09.tif"
9,0.5,0.5,0,0,4488232.63932405,16223472.4985396,-7281670.64030188,1874880000,1.875e+09,12,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_12_6_9_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_12_6_9_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_12_6_9_4_1.875e+09.tif"
9,0.25,0.75,0,0,3593309.93023514,12907928.7427746,-5745668.14257082,1249920000,1.25e+09,14,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_14_6_9_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_14_6_9_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_14_6_9_4_1.25e+09.tif"
9,0,1,0,0,3589642.05292313,12908460.5865498,-5776912.5031344,1249920000,1.25e+09,15,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_15_6_9_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_15_6_9_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_15_6_9_4_1.25e+09.tif"
9,0.5,0,0.5,0,1865451.31535399,6469073.21393382,991591.379815558,1248723200,1.25e+09,3,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_3_6_9_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_3_6_9_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_3_6_9_4_1.25e+09.tif"
9,0.75,0,0.25,0,3258934.95069425,11495843.8940597,-1250251.21735261,1249920000,1.25e+09,4,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_4_6_9_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_4_6_9_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_4_6_9_4_1.25e+09.tif"
9,1,0,0,0,3612850.37114065,12827160.5857638,-5560080.81665286,1249920000,1.25e+09,5,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_5_6_9_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_5_6_9_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_5_6_9_4_1.25e+09.tif"
9,0,0.25,0.75,0,2133475.75417312,7525717.39027755,677707.656981928,1249696000,1.25e+09,6,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_6_6_9_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_6_6_9_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_6_6_9_4_1.25e+09.tif"
9,0.25,0.25,0.5,0,3159037.04109274,11252118.4550035,-1019528.62229769,1249914608,1.25e+09,7,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_7_6_9_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_7_6_9_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_7_6_9_4_1.25e+09.tif"
9,0.5,0.25,0.25,0,3385436.36822178,12055705.8432263,-1822764.15718034,1249920000,1.25e+09,8,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_8_6_9_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_8_6_9_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_8_6_9_4_1.25e+09.tif"
9,0.75,0.25,0,0,3605672.35692818,12891823.9215484,-5671639.32377169,1249920000,1.25e+09,9,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_9_6_9_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_9_6_9_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_9_6_9_4_1.25e+09.tif"
9,0,0.5,0.5,0,3279313.08229675,11722482.1634014,-1385717.17996156,1249920000,1.25e+09,10,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_10_6_9_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_10_6_9_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_10_6_9_4_1.25e+09.tif"
9,0.25,0.5,0.25,0,3440270.29692583,12297618.6261128,-2267543.81470528,1249920000,1.25e+09,11,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_11_6_9_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_11_6_9_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_11_6_9_4_1.25e+09.tif"
9,0.5,0.5,0,0,3598588.82737739,12904565.3482744,-5723556.22895774,1249920000,1.25e+09,12,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_12_6_9_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_12_6_9_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_12_6_9_4_1.25e+09.tif"
9,0,0.75,0.25,0,3486868.35312326,12488955.0996991,-2761802.46003356,1249920000,1.25e+09,13,10,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_13_6_9_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_13_6_9_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_13_6_9_4_1.25e+09.tif"
