"esm_case","SDE_wt","SDL_wt","AWY_wt","cost_wt","SDE_2_agg_delta_abs","SDL_3_agg_delta_abs","AWY_1_agg_delta_abs","cost","terracing_npix","grass_strips_npix","riparian_mgmt_npix","agroforestry_npix","reforestation_npix","road_mitigation_npix","terracing_frac_area","grass_strips_frac_area","riparian_mgmt_frac_area","agroforestry_frac_area","reforestation_frac_area","road_mitigation_frac_area","terracing_frac_alloc","grass_strips_frac_alloc","riparian_mgmt_frac_alloc","agroforestry_frac_alloc","reforestation_frac_alloc","road_mitigation_frac_alloc","terracing_budg","grass_strips_budg","riparian_mgmt_budg","agroforestry_budg","reforestation_budg","road_mitigation_budg","budget","wt_case","awy_1","sdr_1","sdr_biophysical_table_path","awy_biophysical_table_uri","cat_scen","port_rast","AWY_1_rast_delta_abs","SDE_2_rast_delta_abs","SDL_3_rast_delta_abs","AWY_1_rast_abs","SDE_2_rast_abs","SDL_3_rast_abs","frontier_id"
2,0.75,0,0.25,0,245875.549587961,1194209.63263205,6101335.25635026,1873606400,0,677,1101,0,2,0,0,0.380337078651685,0.618539325842697,0,0.00112359550561798,0,0,0.0693763642139566,0.928936194923331,0,0.00168744086271268,0,0,129984000,1740460800,0,3161600,0,1.875e+09,4,2.5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua solns-only_2017-02-04_lulcindices/soln_4_Maragua_4_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_4_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_4_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_4_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_awy_4_Maragua_4_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_sed_4_Maragua_4_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_soil_4_Maragua_4_6_2_4_1.875e+09.tif",6
2,1,0,0,0,1257025.28695247,7612625.90431668,-5025339.73812039,1874944000,0,9683,0,0,10,0,0,0.998968327659135,0,0,0.00103167234086454,0,0,0.99156881485527,0,0,0.00843118514472966,0,0,1859136000,0,0,15808000,0,1.875e+09,5,2.5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua solns-only_2017-02-04_lulcindices/soln_4_Maragua_5_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_5_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_5_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_5_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_awy_4_Maragua_5_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_sed_4_Maragua_5_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_soil_4_Maragua_5_6_2_4_1.875e+09.tif",6
2,0,0.25,0.75,0,113473.815242846,575028.920238797,6395625.90981635,1874003200,0,218,1159,0,0,0,0,0.158315177923021,0.841684822076979,0,0,0,0,0.0223350739208983,0.977664926079102,0,0,0,0,41856000,1832147200,0,0,0,1.875e+09,6,2.5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua solns-only_2017-02-04_lulcindices/soln_4_Maragua_6_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_6_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_6_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_6_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_awy_4_Maragua_6_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_sed_4_Maragua_6_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_soil_4_Maragua_6_6_2_4_1.875e+09.tif",6
2,0.25,0.25,0.5,0,268716.649901216,1422601.51918995,6007634.36155359,1874809600,0,815,1087,0,0,0,0,0.428496319663512,0.571503680336488,0,0,0,0,0.0834644755392761,0.916535524460724,0,0,0,0,156480000,1718329600,0,0,0,1.875e+09,7,2.5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua solns-only_2017-02-04_lulcindices/soln_4_Maragua_7_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_7_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_7_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_7_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_awy_4_Maragua_7_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_sed_4_Maragua_7_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_soil_4_Maragua_7_6_2_4_1.875e+09.tif",6
2,0.5,0.25,0.25,0,685130.072683926,3974362.33702542,3547659.90560269,1874425600,0,3530,753,0,4,0,0,0.823419640774434,0.175647305808258,0,0.000933053417308141,0,0,0.361582769676214,0.635043823558534,0,0.00337340676525118,0,0,677760000,1190342400,0,6323200,0,1.875e+09,8,2.5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua solns-only_2017-02-04_lulcindices/soln_4_Maragua_8_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_8_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_8_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_8_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_awy_4_Maragua_8_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_sed_4_Maragua_8_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_soil_4_Maragua_8_6_2_4_1.875e+09.tif",6
2,0.75,0.25,0,0,1241915.67535851,7788671.69204479,-5485395.77149952,1874854400,0,9699,0,0,8,0,0,0.999175852477593,0,0,0.000824147522406511,0,0,0.993254729540598,0,0,0.00674527045940207,0,0,1862208000,0,0,12646400,0,1.875e+09,9,2.5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua solns-only_2017-02-04_lulcindices/soln_4_Maragua_9_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_9_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_9_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_9_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_awy_4_Maragua_9_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_sed_4_Maragua_9_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_soil_4_Maragua_9_6_2_4_1.875e+09.tif",6
2,0,0.5,0.5,0,483280.483554571,2765254.5586931,4956949.12019182,1873779200,0,1987,942,0,2,0,0,0.677925622654384,0.321392016376663,0,0.000682360968952576,0,0,0.203601363490426,0.794711351262732,0,0.00168728524684232,0,0,381504000,1489113600,0,3161600,0,1.875e+09,10,2.5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua solns-only_2017-02-04_lulcindices/soln_4_Maragua_10_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_10_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_10_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_10_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_awy_4_Maragua_10_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_sed_4_Maragua_10_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_soil_4_Maragua_10_6_2_4_1.875e+09.tif",6
2,0.25,0.5,0.25,0,1052108.88310969,6454373.37241473,-584573.740447463,1874874608,0,7663,243,0,8,1,0,0.968161718256475,0.0307012002526848,0,0.00101073910296905,0.000126342387871131,0,0.784743680309099,0.204885381860161,0,0.00674519775671312,0.00362574007402633,0,1471296000,384134400,0,12646400,6797808,1.875e+09,11,2.5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua solns-only_2017-02-04_lulcindices/soln_4_Maragua_11_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_11_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_11_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_11_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_awy_4_Maragua_11_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_sed_4_Maragua_11_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_soil_4_Maragua_11_6_2_4_1.875e+09.tif",6
2,0.5,0.5,0,0,1232572.09568341,7807783.63469305,-5607604.63320685,1874413808,0,9686,0,0,5,1,0,0.999380932728023,0,0,0.000515889393314073,0.000103177878662815,0,0.992156583601096,0,0,0.00421678498433255,0.00362663141457182,0,1859712000,0,0,7904000,6797808,1.875e+09,12,2.5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua solns-only_2017-02-04_lulcindices/soln_4_Maragua_12_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_12_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_12_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_12_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_awy_4_Maragua_12_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_sed_4_Maragua_12_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_soil_4_Maragua_12_6_2_4_1.875e+09.tif",6
2,0,0.75,0.25,0,1191430.53371316,7447890.52633742,-3048026.98473471,1874964208,0,9623,4,0,9,1,0,0.998547265746602,0.000415066929542389,0,0.000933900591470375,0.000103766732385597,0,0.985414010633743,0.00337243771002161,0,0.00758798484754862,0.00362556680868652,0,1847616000,6323200,0,14227200,6797808,1.875e+09,13,2.5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua solns-only_2017-02-04_lulcindices/soln_4_Maragua_13_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_13_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_13_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_13_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_awy_4_Maragua_13_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_sed_4_Maragua_13_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_soil_4_Maragua_13_6_2_4_1.875e+09.tif",6
2,0.25,0.75,0,0,1228208.52480378,7811757.42301275,-5647583.29102104,1874989808,0,9689,0,0,5,1,0,0.999381124290872,0,0,0.000515729757607014,0.000103145951521403,0,0.992158993111711,0,0,0.0042154895809439,0.00362551730734528,0,1860288000,0,0,7904000,6797808,1.875e+09,14,2.5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua solns-only_2017-02-04_lulcindices/soln_4_Maragua_14_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_14_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_14_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_14_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_awy_4_Maragua_14_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_sed_4_Maragua_14_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_soil_4_Maragua_14_6_2_4_1.875e+09.tif",6
2,0,1,0,0,1224925.90818631,7812259.36025275,-5671624.09128727,1874989808,0,9689,0,0,5,1,0,0.999381124290872,0,0,0.000515729757607014,0.000103145951521403,0,0.992158993111711,0,0,0.0042154895809439,0.00362551730734528,0,1860288000,0,0,7904000,6797808,1.875e+09,15,2.5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua solns-only_2017-02-04_lulcindices/soln_4_Maragua_15_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_15_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_15_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_15_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_awy_4_Maragua_15_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_sed_4_Maragua_15_6_2_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_soil_4_Maragua_15_6_2_4_1.875e+09.tif",6
2,0,1,0,0,1018326.72922606,6407083.00401355,-4643249.43878166,1249907200,0,6477,0,0,4,0,0,0.999382811294553,0,0,0.00061718870544669,0,0,0.994941064424623,0,0,0.00505893557537712,0,0,1243584000,0,0,6323200,0,1.25e+09,15,2.5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua solns-only_2017-02-04_lulcindices/soln_4_Maragua_15_6_2_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_15_6_2_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_15_6_2_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_15_6_2_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_awy_4_Maragua_15_6_2_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_sed_4_Maragua_15_6_2_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_soil_4_Maragua_15_6_2_4_1.25e+09.tif",5
2,0.25,0.75,0,0,733597.472863555,4518203.36080346,-3322494.35023208,624960000,0,3255,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,624960000,0,0,0,0,6.25e+08,14,2.5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua solns-only_2017-02-04_lulcindices/soln_4_Maragua_14_6_2_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_14_6_2_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_14_6_2_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_14_6_2_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_awy_4_Maragua_14_6_2_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_sed_4_Maragua_14_6_2_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_soil_4_Maragua_14_6_2_4_6.25e+08.tif",4
2,0.25,0.75,0,0,1021102.68782889,6406663.07256185,-4621400.62434105,1249907200,0,6477,0,0,4,0,0,0.999382811294553,0,0,0.00061718870544669,0,0,0.994941064424623,0,0,0.00505893557537712,0,0,1243584000,0,0,6323200,0,1.25e+09,14,2.5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua solns-only_2017-02-04_lulcindices/soln_4_Maragua_14_6_2_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_14_6_2_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_14_6_2_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_14_6_2_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_awy_4_Maragua_14_6_2_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_sed_4_Maragua_14_6_2_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_soil_4_Maragua_14_6_2_4_1.25e+09.tif",5
2,0,1,0,0,731349.609035738,4518545.4161258,-3325045.44578328,624960000,0,3255,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,624960000,0,0,0,0,6.25e+08,15,2.5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua solns-only_2017-02-04_lulcindices/soln_4_Maragua_15_6_2_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_15_6_2_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_15_6_2_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_15_6_2_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_awy_4_Maragua_15_6_2_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_sed_4_Maragua_15_6_2_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_soil_4_Maragua_15_6_2_4_6.25e+08.tif",4
3,0.25,0,0.75,0,1855.88991665531,6903.68666863123,6538004.54743193,1873440000,0,1,1185,0,0,0,0,0.000843170320404722,0.999156829679595,0,0,0,0,0.000102485267742762,0.999897514732257,0,0,0,0,192000,1873248000,0,0,0,1.875e+09,2,2.5,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua solns-only_2017-02-04_lulcindices/soln_4_Maragua_2_6_3_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_2_6_3_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_2_6_3_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_2_6_3_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_awy_4_Maragua_2_6_3_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_sed_4_Maragua_2_6_3_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_soil_4_Maragua_2_6_3_4_1.875e+09.tif",9
3,0,0.25,0.75,0,167873.998930655,575028.920238797,6395625.90981635,1874003200,0,218,1159,0,0,0,0,0.158315177923021,0.841684822076979,0,0,0,0,0.0223350739208983,0.977664926079102,0,0,0,0,41856000,1832147200,0,0,0,1.875e+09,6,2.5,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua solns-only_2017-02-04_lulcindices/soln_4_Maragua_6_6_3_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_6_6_3_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_6_6_3_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_6_6_3_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_awy_4_Maragua_6_6_3_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_sed_4_Maragua_6_6_3_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_soil_4_Maragua_6_6_3_4_1.875e+09.tif",9
3,0.5,0,0.5,0,120051.312180994,399735.005826864,6450263.02455371,1874406400,0,146,1168,0,0,0,0,0.111111111111111,0.888888888888889,0,0,0,0,0.0149551345962114,0.985044865403789,0,0,0,0,28032000,1846374400,0,0,0,1.875e+09,3,2.5,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua solns-only_2017-02-04_lulcindices/soln_4_Maragua_3_6_3_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_3_6_3_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_3_6_3_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_3_6_3_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_awy_4_Maragua_3_6_3_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_sed_4_Maragua_3_6_3_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_soil_4_Maragua_3_6_3_4_1.875e+09.tif",9
3,0.75,0,0.25,0,619970.785522804,2178231.77396174,5471394.86464232,1874918400,0,1466,1008,0,0,0,0,0.592562651576395,0.407437348423606,0,0,0,0,0.150124933437103,0.849875066562897,0,0,0,0,281472000,1593446400,0,0,0,1.875e+09,4,2.5,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua solns-only_2017-02-04_lulcindices/soln_4_Maragua_4_6_3_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_4_6_3_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_4_6_3_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_4_6_3_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_awy_4_Maragua_4_6_3_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_sed_4_Maragua_4_6_3_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_soil_4_Maragua_4_6_3_4_1.875e+09.tif",9
3,0,0,1,0,570.832823927017,3009.7364401558,6541469.24524755,1874828800,0,0,1186,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1874828800,0,0,0,1.875e+09,1,2.5,4,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs.csv","A","Maragua solns-only_2017-02-04_lulcindices/soln_4_Maragua_1_6_3_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_1_6_3_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_1_6_3_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_1_6_3_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_awy_4_Maragua_1_6_3_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_sed_4_Maragua_1_6_3_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/obj_rast_soil_4_Maragua_1_6_3_4_1.875e+09.tif",9
